Txn_id,Timestamp,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type,total_risk_score,risk_tier,triggered_rules,rule_reasons
136,2026-05-07 12:47:57,5195441820,9600420260,8182.89,UK pounds,UK pounds,UK,UK,ACH,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 8,182.89 UK pounds exceeds threshold of 8,000.00; Smurfing: account '5195441820' made 3 transactions totalling 24,606.42 within 24h (each below 9,999.00 threshold)"
137,2026-05-07 12:47:58,14539122,6953672776,6073.0,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0,,0,LOW,,
138,2026-05-07 12:48:08,5021785800,4065028145,4395.25,UK pounds,Euro,UK,Austria,Cross-border,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '5021785800' made 3 transactions totalling 19,015.57 within 24h (each below 9,999.00 threshold)"
139,2026-05-07 12:48:09,7758268667,4048410232,17742.93,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 17,742.93 UK pounds exceeds threshold of 8,000.00"
140,2026-05-07 12:48:09,8494878354,3695545812,5601.29,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
141,2026-05-07 12:48:14,7978501298,6465504473,6905.59,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
142,2026-05-07 12:48:14,6116657264,224176497,4622.53,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '6116657264' made 3 transactions totalling 17,658.56 within 24h (each below 9,999.00 threshold)"
143,2026-05-07 12:48:17,8580470382,9618811392,12242.97,Euro,UK pounds,France,UK,Cross-border,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 12,242.97 Euro exceeds threshold of 9,000.00"
144,2026-05-07 12:48:18,2365007895,5391949334,9258.37,UK pounds,UK pounds,UK,UK,Cheque,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 9,258.37 UK pounds exceeds threshold of 8,000.00; Smurfing: account '2365007895' made 3 transactions totalling 28,228.65 within 24h (each below 9,999.00 threshold)"
145,2026-05-07 12:48:19,9941194188,8518184956,20734.14,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 20,734.14 UK pounds exceeds threshold of 8,000.00"
146,2026-05-07 12:48:19,7293339277,3156498270,3434.86,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
147,2026-05-07 12:48:19,9402994493,2286910173,11915.8,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 11,915.80 UK pounds exceeds threshold of 8,000.00"
148,2026-05-07 12:48:21,6380185082,1316458123,4595.33,UK pounds,Mexican Peso,UK,Mexico,Cross-border,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '6380185082' made 3 transactions totalling 13,742.62 within 24h (each below 9,999.00 threshold)"
149,2026-05-07 12:48:28,428005894,5267093239,3525.8,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
150,2026-05-07 12:48:28,4626052554,1429694649,11548.5,UK pounds,Indian rupee,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 11,548.50 UK pounds exceeds threshold of 8,000.00"
151,2026-05-07 12:48:29,7788310039,5103043844,10682.22,UK pounds,Naira,UK,Nigeria,Cross-border,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,682.22 UK pounds exceeds threshold of 8,000.00"
152,2026-05-07 12:48:30,431554764,3331273253,86939.95,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 86,939.95 UK pounds exceeds threshold of 8,000.00"
153,2026-05-07 12:48:41,816706378,1693177629,760.63,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
154,2026-05-07 12:48:47,2826317502,4270865741,4855.78,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '2826317502' made 3 transactions totalling 14,626.67 within 24h (each below 9,999.00 threshold)"
155,2026-05-07 12:48:50,6425422701,1504917428,3332.08,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
156,2026-05-07 12:48:50,6351828759,1517549620,86.76,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,,0,LOW,,
157,2026-05-07 12:48:51,648042519,1198033871,13881.66,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 13,881.66 UK pounds exceeds threshold of 8,000.00"
158,2026-05-07 12:48:53,9099928806,7050466687,6457.02,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
159,2026-05-07 12:48:54,4155741052,4057292713,4124.6,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
160,2026-05-07 12:48:55,7758268667,7778416970,7224.11,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '7758268667' made 3 transactions totalling 24,432.96 within 24h (each below 9,999.00 threshold)"
161,2026-05-07 12:48:55,9714134980,9803847813,2868.64,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
162,2026-05-07 12:49:01,3023037899,5103043844,31389.07,UK pounds,Naira,UK,Nigeria,Cross-border,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 31,389.07 UK pounds exceeds threshold of 8,000.00"
163,2026-05-07 12:49:04,8952177221,6424463145,12729.22,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 12,729.22 UK pounds exceeds threshold of 8,000.00"
164,2026-05-07 12:49:05,4045011140,5628674969,6956.64,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '4045011140' made 3 transactions totalling 20,832.06 within 24h (each below 9,999.00 threshold)"
165,2026-05-07 12:49:06,4475683920,5572385849,16.24,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,,0,LOW,,
166,2026-05-07 12:49:06,1945678182,9640003529,22930.71,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 22,930.71 UK pounds exceeds threshold of 8,000.00"
167,2026-05-07 12:49:07,3711017685,5896180453,10993.2,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,993.20 UK pounds exceeds threshold of 8,000.00"
168,2026-05-07 12:49:08,869649682,2534644942,8190.16,UK pounds,Euro,UK,France,Cross-border,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 8,190.16 UK pounds exceeds threshold of 8,000.00; Smurfing: account '869649682' made 3 transactions totalling 24,525.45 within 24h (each below 9,999.00 threshold)"
169,2026-05-07 12:49:10,4183388700,4833559967,590.28,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
170,2026-05-07 12:49:11,2070714595,717639401,5559.31,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
171,2026-05-07 12:49:11,1574021353,6945596182,10010.75,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,010.75 UK pounds exceeds threshold of 8,000.00"
172,2026-05-07 12:49:14,5027255141,4270865741,6241.44,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '5027255141' made 3 transactions totalling 18,779.26 within 24h (each below 9,999.00 threshold)"
173,2026-05-07 12:49:15,1378784400,5224271258,16895.38,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 16,895.38 UK pounds exceeds threshold of 8,000.00"
174,2026-05-07 12:49:18,3312525901,6265371097,17847.49,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 17,847.49 UK pounds exceeds threshold of 8,000.00"
175,2026-05-07 12:49:38,8572310683,5896180453,6083.95,UK pounds,UK pounds,UK,UK,ACH,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '8572310683' made 3 transactions totalling 18,347.69 within 24h (each below 9,999.00 threshold)"
176,2026-05-07 12:49:40,1382513766,6444220418,8545.24,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 8,545.24 UK pounds exceeds threshold of 8,000.00"
177,2026-05-07 12:49:41,3158538471,6698805571,369.69,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
178,2026-05-07 12:49:41,5343684154,6508588067,418.77,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
179,2026-05-07 12:49:43,2826317502,4270865741,4900.12,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '2826317502' made 3 transactions totalling 14,626.67 within 24h (each below 9,999.00 threshold)"
180,2026-05-07 12:49:46,7680300896,9392700144,2201.78,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
181,2026-05-07 12:49:49,2547342518,8518184956,19927.95,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 19,927.95 UK pounds exceeds threshold of 8,000.00"
182,2026-05-07 12:49:50,9436897258,157935948,6019.1,UK pounds,Yen,UK,UK,Credit card,0,,0,LOW,,
183,2026-05-07 12:49:53,5869567125,8518184956,7005.56,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
184,2026-05-07 12:49:57,354061740,219128841,9701.77,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 9,701.77 UK pounds exceeds threshold of 8,000.00"
185,2026-05-07 12:49:58,826653192,1431561040,11337.76,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 11,337.76 UK pounds exceeds threshold of 8,000.00"
186,2026-05-07 12:50:00,6026526172,9232728841,1698.25,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
187,2026-05-07 12:50:01,9136318143,2138505015,7196.56,UK pounds,Dirham,UK,UAE,Cross-border,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '9136318143' made 3 transactions totalling 21,630.00 within 24h (each below 9,999.00 threshold)"
188,2026-05-07 12:50:02,8456279067,3681770380,22181.23,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 22,181.23 UK pounds exceeds threshold of 8,000.00"
189,2026-05-07 12:50:03,2369116599,4173195094,16341.35,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 16,341.35 UK pounds exceeds threshold of 8,000.00"
190,2026-05-07 12:50:05,7548422007,4270865741,7678.96,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
191,2026-05-07 12:50:07,8237941067,9105769228,5873.92,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
192,2026-05-07 12:50:13,2981525660,8895741494,2354.08,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
193,2026-05-07 12:50:16,3452368468,2111706195,14860.86,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 14,860.86 UK pounds exceeds threshold of 8,000.00"
194,2026-05-07 12:50:17,371458209,6070906973,430.62,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
195,2026-05-07 12:50:21,5460360634,5882500635,1838.14,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
196,2026-05-07 12:50:23,4927310100,5384712251,1900.19,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
197,2026-05-07 12:50:26,2136023308,2650600631,5952.12,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
198,2026-05-07 12:50:26,4083626700,3531296156,22017.75,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 22,017.75 UK pounds exceeds threshold of 8,000.00"
199,2026-05-07 12:50:26,6514324496,3901789467,8966.39,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 8,966.39 UK pounds exceeds threshold of 8,000.00"
200,2026-05-07 12:50:28,7423492101,8172080174,10947.67,UK pounds,UK pounds,UK,UK,Cheque,1,Large-Cash-Transaction; Layering,50,MEDIUM,LargeTransaction|Layering,"Transaction amount 10,947.67 UK pounds exceeds threshold of 8,000.00; Fan-in: receiver 8172080174 received from 4 distinct senders within 72h (chain amount: 49,572.83, threshold: 10,000.00)"
201,2026-05-07 12:50:29,6799939543,556871543,11378.9,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 11,378.90 UK pounds exceeds threshold of 8,000.00"
202,2026-05-07 12:50:31,5582784249,3240525083,56.8,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,,0,LOW,,
203,2026-05-07 12:50:32,5424728274,4336977506,5134.36,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '5424728274' made 3 transactions totalling 15,551.38 within 24h (each below 9,999.00 threshold)"
204,2026-05-07 12:50:35,8513630384,8401906350,492.34,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
205,2026-05-07 12:50:39,3310157274,2413756718,1222.64,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
206,2026-05-07 12:50:41,4203072348,8715127537,1181.17,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
207,2026-05-07 12:50:42,7122195351,147138958,11412.38,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 11,412.38 UK pounds exceeds threshold of 8,000.00"
208,2026-05-07 12:50:45,4899332114,6034997194,10122.56,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,122.56 UK pounds exceeds threshold of 8,000.00"
209,2026-05-07 12:50:45,5714926472,2534644942,5115.01,UK pounds,Euro,UK,France,Cross-border,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '5714926472' made 3 transactions totalling 15,452.81 within 24h (each below 9,999.00 threshold)"
210,2026-05-07 12:50:48,4500376293,5816939465,15612.65,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 15,612.65 UK pounds exceeds threshold of 8,000.00"
211,2026-05-07 12:50:52,5850804427,8126657622,6565.01,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
212,2026-05-07 12:50:53,6086421020,8785037379,8283.13,UK pounds,UK pounds,UK,UK,Credit card,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 8,283.13 UK pounds exceeds threshold of 8,000.00; Smurfing: account '6086421020' made 3 transactions totalling 20,814.16 within 24h (each below 9,999.00 threshold)"
213,2026-05-07 12:50:54,4121324384,114960068,8548.31,Euro,Dirham,Spain,UAE,Cross-border,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '4121324384' made 3 transactions totalling 23,575.00 within 24h (each below 9,999.00 threshold)"
214,2026-05-07 12:50:54,9734083970,7428731807,5018.01,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '9734083970' made 3 transactions totalling 20,070.90 within 24h (each below 9,999.00 threshold)"
215,2026-05-07 12:50:54,9529928225,4173195094,6532.35,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
216,2026-05-07 12:50:55,1426850668,3350955567,3008.31,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
217,2026-05-07 12:50:55,4192345805,8122269390,207.27,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,,0,LOW,,
218,2026-05-07 12:51:00,4737118318,6281764313,1153.4,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
219,2026-05-07 12:51:01,5894944078,6809988965,5264.91,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
220,2026-05-07 12:51:05,2505275986,1309177624,227.12,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
221,2026-05-07 12:51:05,7707810729,8246020125,384.92,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
222,2026-05-07 12:51:17,3614082527,1732858296,9330.35,UK pounds,UK pounds,UK,UK,Cheque,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 9,330.35 UK pounds exceeds threshold of 8,000.00; Smurfing: account '3614082527' made 3 transactions totalling 25,965.37 within 24h (each below 9,999.00 threshold)"
223,2026-05-07 12:51:19,9028283018,4929206320,4297.25,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
224,2026-05-07 12:51:20,6979197118,7218000124,24300.77,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 24,300.77 UK pounds exceeds threshold of 8,000.00"
225,2026-05-07 12:51:22,1163488941,6968888001,1542.25,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
226,2026-05-07 12:51:24,2567778405,2023751762,1055.52,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
227,2026-05-07 12:51:24,7561269221,1593542958,1472.15,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
228,2026-05-07 12:51:25,1653637336,646897776,343.71,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
229,2026-05-07 12:51:25,6086421020,3819548816,4770.18,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '6086421020' made 3 transactions totalling 20,814.16 within 24h (each below 9,999.00 threshold)"
230,2026-05-07 12:51:27,9821473719,7911838705,3786.07,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
231,2026-05-07 12:51:33,1078784207,8673917867,8660.55,UK pounds,UK pounds,UK,UK,Credit card,1,Large-Cash-Transaction; Layering,50,MEDIUM,LargeTransaction|Layering,"Transaction amount 8,660.55 UK pounds exceeds threshold of 8,000.00; Fan-in: receiver 8673917867 received from 4 distinct senders within 72h (chain amount: 31,782.84, threshold: 10,000.00)"
232,2026-05-07 12:51:35,420570262,5103043844,6035.63,UK pounds,Naira,UK,Nigeria,Cross-border,0,,0,LOW,,
233,2026-05-07 12:51:38,8053683950,6522784509,6187.7,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '8053683950' made 3 transactions totalling 18,219.57 within 24h (each below 9,999.00 threshold)"
234,2026-05-07 12:51:39,5293966138,3079818547,14536.13,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 14,536.13 UK pounds exceeds threshold of 8,000.00"
235,2026-05-07 12:51:44,6472339869,2317222461,391.91,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
236,2026-05-07 12:51:46,8137373839,4660574028,1774.85,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
237,2026-05-07 12:51:46,5937469545,1924386173,3732.84,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
238,2026-05-07 12:51:49,3546760302,4858692308,4977.61,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
239,2026-05-07 12:51:54,1378784400,8617902721,6244.78,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '1378784400' made 3 transactions totalling 21,400.63 within 24h (each below 9,999.00 threshold)"
240,2026-05-07 12:51:54,3871091716,7364302135,207.31,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,,0,LOW,,
241,2026-05-07 12:51:59,7983236375,9731460197,9946.02,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 9,946.02 UK pounds exceeds threshold of 8,000.00"
242,2026-05-07 12:51:59,9366381483,8782574328,589.56,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
243,2026-05-07 12:52:04,5702595560,8094758519,1987.74,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
244,2026-05-07 12:52:11,3452368468,7131477851,5219.53,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '3452368468' made 3 transactions totalling 16,467.50 within 24h (each below 9,999.00 threshold)"
245,2026-05-07 12:52:14,9299398344,8895096015,213.08,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,,0,LOW,,
246,2026-05-07 12:52:21,759950748,7523088692,701.89,Euro,UK pounds,Austria,UK,Cross-border,0,Fan-Out/Money-Mule,20,LOW,RapidMovement,"RapidMovement: account '7523088692' received 701.89 then re-sent 1,049.83 (149.6%) within 24h"
247,2026-05-07 12:52:22,9870356578,2127593684,196.57,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
248,2026-05-07 12:52:28,9734083970,2792106785,7820.55,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '9734083970' made 3 transactions totalling 20,070.90 within 24h (each below 9,999.00 threshold)"
249,2026-05-07 12:52:30,6405814883,1248761149,2892.13,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
250,2026-05-07 12:52:30,9266866834,9557126380,137.07,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,,0,LOW,,
251,2026-05-07 12:52:34,3510078932,8722924810,8049.53,UK pounds,Albanian lek,UK,Albania,Cross-border,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 8,049.53 UK pounds exceeds threshold of 8,000.00; Smurfing: account '3510078932' made 3 transactions totalling 19,364.08 within 24h (each below 9,999.00 threshold)"
252,2026-05-07 12:52:35,6404844146,5628674969,6578.11,UK pounds,UK pounds,UK,UK,ACH,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '6404844146' made 3 transactions totalling 19,925.38 within 24h (each below 9,999.00 threshold)"
253,2026-05-07 12:52:37,6405814883,4250513480,1833.84,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
254,2026-05-07 12:52:41,3905907712,6432210990,1575.78,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
255,2026-05-07 12:52:42,6954695719,1044407325,10060.98,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,060.98 UK pounds exceeds threshold of 8,000.00"
256,2026-05-07 12:52:44,3504832350,3695545812,4737.81,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
257,2026-05-07 12:52:47,6411476316,8352571580,9764.51,UK pounds,UK pounds,UK,UK,ACH,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 9,764.51 UK pounds exceeds threshold of 8,000.00; Smurfing: account '6411476316' made 3 transactions totalling 29,366.94 within 24h (each below 9,999.00 threshold)"
